"COUNTRY","Country","SERIES","Series","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"MEX","Mexico","CNPNCU","2022 constant prices and NCU","2005","2005","MXN","Mexican Peso","0","Units","2022","2022",224079,,
"MEX","Mexico","CNPNCU","2022 constant prices and NCU","2006","2006","MXN","Mexican Peso","0","Units","2022","2022",223698,,
"MEX","Mexico","CNPNCU","2022 constant prices and NCU","2007","2007","MXN","Mexican Peso","0","Units","2022","2022",224556,,
"MEX","Mexico","CNPNCU","2022 constant prices and NCU","2008","2008","MXN","Mexican Peso","0","Units","2022","2022",222623,,
"MEX","Mexico","CNPNCU","2022 constant prices and NCU","2009","2009","MXN","Mexican Peso","0","Units","2022","2022",224418,,
"MEX","Mexico","CNPNCU","2022 constant prices and NCU","2010","2010","MXN","Mexican Peso","0","Units","2022","2022",210242,,
"MEX","Mexico","CNPNCU","2022 constant prices and NCU","2011","2011","MXN","Mexican Peso","0","Units","2022","2022",212130,,
"MEX","Mexico","CNPNCU","2022 constant prices and NCU","2012","2012","MXN","Mexican Peso","0","Units","2022","2022",208319,,
"MEX","Mexico","CNPNCU","2022 constant prices and NCU","2013","2013","MXN","Mexican Peso","0","Units","2022","2022",208468,,
"MEX","Mexico","CNPNCU","2022 constant prices and NCU","2014","2014","MXN","Mexican Peso","0","Units","2022","2022",208864,,
"MEX","Mexico","CNPNCU","2022 constant prices and NCU","2015","2015","MXN","Mexican Peso","0","Units","2022","2022",211578,,
"MEX","Mexico","CNPNCU","2022 constant prices and NCU","2016","2016","MXN","Mexican Peso","0","Units","2022","2022",209088,,
"MEX","Mexico","CNPNCU","2022 constant prices and NCU","2017","2017","MXN","Mexican Peso","0","Units","2022","2022",208536,,
"MEX","Mexico","CNPNCU","2022 constant prices and NCU","2018","2018","MXN","Mexican Peso","0","Units","2022","2022",213188,,
"MEX","Mexico","CNPNCU","2022 constant prices and NCU","2019","2019","MXN","Mexican Peso","0","Units","2022","2022",215171,,
"MEX","Mexico","CNPNCU","2022 constant prices and NCU","2020","2020","MXN","Mexican Peso","0","Units","2022","2022",208434,,
"MEX","Mexico","CNPNCU","2022 constant prices and NCU","2021","2021","MXN","Mexican Peso","0","Units","2022","2022",210465,,
"MEX","Mexico","CNPNCU","2022 constant prices and NCU","2022","2022","MXN","Mexican Peso","0","Units","2022","2022",199108.22566974,,
"MEX","Mexico","USDPPP","In 2022 constant prices at 2022 USD PPPs","2000","2000","USD","US Dollar","0","Units","2022","2022",17310.5804071391,,
"MEX","Mexico","USDPPP","In 2022 constant prices at 2022 USD PPPs","2001","2001","USD","US Dollar","0","Units","2022","2022",18313.1602105873,,
"MEX","Mexico","USDPPP","In 2022 constant prices at 2022 USD PPPs","2002","2002","USD","US Dollar","0","Units","2022","2022",18241.335167832,,
"MEX","Mexico","USDPPP","In 2022 constant prices at 2022 USD PPPs","2003","2003","USD","US Dollar","0","Units","2022","2022",18561.5380968302,,
"MEX","Mexico","USDPPP","In 2022 constant prices at 2022 USD PPPs","2004","2004","USD","US Dollar","0","Units","2022","2022",18650.0791567088,,
"MEX","Mexico","USDPPP","In 2022 constant prices at 2022 USD PPPs","2005","2005","USD","US Dollar","0","Units","2022","2022",18777.9097623886,,
"MEX","Mexico","USDPPP","In 2022 constant prices at 2022 USD PPPs","2006","2006","USD","US Dollar","0","Units","2022","2022",18746,,
"MEX","Mexico","USDPPP","In 2022 constant prices at 2022 USD PPPs","2007","2007","USD","US Dollar","0","Units","2022","2022",18818,,
"MEX","Mexico","USDPPP","In 2022 constant prices at 2022 USD PPPs","2008","2008","USD","US Dollar","0","Units","2022","2022",18656,,
"MEX","Mexico","USDPPP","In 2022 constant prices at 2022 USD PPPs","2009","2009","USD","US Dollar","0","Units","2022","2022",18806,,
"MEX","Mexico","USDPPP","In 2022 constant prices at 2022 USD PPPs","2010","2010","USD","US Dollar","0","Units","2022","2022",17618,,
"MEX","Mexico","USDPPP","In 2022 constant prices at 2022 USD PPPs","2011","2011","USD","US Dollar","0","Units","2022","2022",17777,,
"MEX","Mexico","USDPPP","In 2022 constant prices at 2022 USD PPPs","2012","2012","USD","US Dollar","0","Units","2022","2022",17457,,
"MEX","Mexico","USDPPP","In 2022 constant prices at 2022 USD PPPs","2013","2013","USD","US Dollar","0","Units","2022","2022",17470,,
"MEX","Mexico","USDPPP","In 2022 constant prices at 2022 USD PPPs","2014","2014","USD","US Dollar","0","Units","2022","2022",17503,,
"MEX","Mexico","USDPPP","In 2022 constant prices at 2022 USD PPPs","2015","2015","USD","US Dollar","0","Units","2022","2022",17730,,
"MEX","Mexico","USDPPP","In 2022 constant prices at 2022 USD PPPs","2016","2016","USD","US Dollar","0","Units","2022","2022",17522,,
"MEX","Mexico","USDPPP","In 2022 constant prices at 2022 USD PPPs","2017","2017","USD","US Dollar","0","Units","2022","2022",17475,,
"MEX","Mexico","USDPPP","In 2022 constant prices at 2022 USD PPPs","2018","2018","USD","US Dollar","0","Units","2022","2022",17865,,
"MEX","Mexico","USDPPP","In 2022 constant prices at 2022 USD PPPs","2019","2019","USD","US Dollar","0","Units","2022","2022",18031,,
"MEX","Mexico","USDPPP","In 2022 constant prices at 2022 USD PPPs","2020","2020","USD","US Dollar","0","Units","2022","2022",17467,,
"MEX","Mexico","USDPPP","In 2022 constant prices at 2022 USD PPPs","2021","2021","USD","US Dollar","0","Units","2022","2022",17637.0555458369,,
"MEX","Mexico","USDPPP","In 2022 constant prices at 2022 USD PPPs","2022","2022","USD","US Dollar","0","Units","2022","2022",16685.3714700068,,
"ISR","Israel","USDPPP","In 2022 constant prices at 2022 USD PPPs","2000","2000","USD","US Dollar","0","Units","2022","2022",37781.7249640523,,
"ISR","Israel","USDPPP","In 2022 constant prices at 2022 USD PPPs","2001","2001","USD","US Dollar","0","Units","2022","2022",38369.970073471,,
"ISR","Israel","USDPPP","In 2022 constant prices at 2022 USD PPPs","2002","2002","USD","US Dollar","0","Units","2022","2022",36922.7009441443,,
"ISR","Israel","USDPPP","In 2022 constant prices at 2022 USD PPPs","2003","2003","USD","US Dollar","0","Units","2022","2022",35655.6494770918,,
"ISR","Israel","USDPPP","In 2022 constant prices at 2022 USD PPPs","2004","2004","USD","US Dollar","0","Units","2022","2022",35106.8526294072,,
"ISR","Israel","USDPPP","In 2022 constant prices at 2022 USD PPPs","2005","2005","USD","US Dollar","0","Units","2022","2022",35173.8955719939,,
"ISR","Israel","USDPPP","In 2022 constant prices at 2022 USD PPPs","2006","2006","USD","US Dollar","0","Units","2022","2022",36161,,
"ISR","Israel","USDPPP","In 2022 constant prices at 2022 USD PPPs","2007","2007","USD","US Dollar","0","Units","2022","2022",36502,,
"ISR","Israel","USDPPP","In 2022 constant prices at 2022 USD PPPs","2008","2008","USD","US Dollar","0","Units","2022","2022",35979,,
"ISR","Israel","USDPPP","In 2022 constant prices at 2022 USD PPPs","2009","2009","USD","US Dollar","0","Units","2022","2022",34890,,
"ISR","Israel","USDPPP","In 2022 constant prices at 2022 USD PPPs","2010","2010","USD","US Dollar","0","Units","2022","2022",34993,,
"ISR","Israel","USDPPP","In 2022 constant prices at 2022 USD PPPs","2011","2011","USD","US Dollar","0","Units","2022","2022",35189,,
"ISR","Israel","USDPPP","In 2022 constant prices at 2022 USD PPPs","2012","2012","USD","US Dollar","0","Units","2022","2022",35792,,
"ISR","Israel","USDPPP","In 2022 constant prices at 2022 USD PPPs","2013","2013","USD","US Dollar","0","Units","2022","2022",35900,,
"ISR","Israel","USDPPP","In 2022 constant prices at 2022 USD PPPs","2014","2014","USD","US Dollar","0","Units","2022","2022",36112,,
"ISR","Israel","USDPPP","In 2022 constant prices at 2022 USD PPPs","2015","2015","USD","US Dollar","0","Units","2022","2022",37213,,
"ISR","Israel","USDPPP","In 2022 constant prices at 2022 USD PPPs","2016","2016","USD","US Dollar","0","Units","2022","2022",38698,,
"ISR","Israel","USDPPP","In 2022 constant prices at 2022 USD PPPs","2017","2017","USD","US Dollar","0","Units","2022","2022",39898,,
"ISR","Israel","USDPPP","In 2022 constant prices at 2022 USD PPPs","2018","2018","USD","US Dollar","0","Units","2022","2022",41059,,
"ISR","Israel","USDPPP","In 2022 constant prices at 2022 USD PPPs","2019","2019","USD","US Dollar","0","Units","2022","2022",41964,,
"ISR","Israel","USDPPP","In 2022 constant prices at 2022 USD PPPs","2020","2020","USD","US Dollar","0","Units","2022","2022",42130,,
"ISR","Israel","USDPPP","In 2022 constant prices at 2022 USD PPPs","2021","2021","USD","US Dollar","0","Units","2022","2022",44338.8688693076,,
"ISR","Israel","USDPPP","In 2022 constant prices at 2022 USD PPPs","2022","2022","USD","US Dollar","0","Units","2022","2022",44155.9454178794,,
"SVN","Slovenia","USDPPP","In 2022 constant prices at 2022 USD PPPs","2000","2000","USD","US Dollar","0","Units","2022","2022",33203.2334923921,,
"SVN","Slovenia","USDPPP","In 2022 constant prices at 2022 USD PPPs","2001","2001","USD","US Dollar","0","Units","2022","2022",34558.4228900855,,
"SVN","Slovenia","USDPPP","In 2022 constant prices at 2022 USD PPPs","2002","2002","USD","US Dollar","0","Units","2022","2022",34648.4383115769,,
"SVN","Slovenia","USDPPP","In 2022 constant prices at 2022 USD PPPs","2003","2003","USD","US Dollar","0","Units","2022","2022",35375.7068483994,,
"SVN","Slovenia","USDPPP","In 2022 constant prices at 2022 USD PPPs","2004","2004","USD","US Dollar","0","Units","2022","2022",37099.9518861072,,
"SVN","Slovenia","USDPPP","In 2022 constant prices at 2022 USD PPPs","2005","2005","USD","US Dollar","0","Units","2022","2022",38510.0830732,,
"SVN","Slovenia","USDPPP","In 2022 constant prices at 2022 USD PPPs","2006","2006","USD","US Dollar","0","Units","2022","2022",39774,,
"SVN","Slovenia","USDPPP","In 2022 constant prices at 2022 USD PPPs","2007","2007","USD","US Dollar","0","Units","2022","2022",40657,,
"SVN","Slovenia","USDPPP","In 2022 constant prices at 2022 USD PPPs","2008","2008","USD","US Dollar","0","Units","2022","2022",41272,,
"SVN","Slovenia","USDPPP","In 2022 constant prices at 2022 USD PPPs","2009","2009","USD","US Dollar","0","Units","2022","2022",41676,,
"SVN","Slovenia","USDPPP","In 2022 constant prices at 2022 USD PPPs","2010","2010","USD","US Dollar","0","Units","2022","2022",42846,,
"SVN","Slovenia","USDPPP","In 2022 constant prices at 2022 USD PPPs","2011","2011","USD","US Dollar","0","Units","2022","2022",42725,,
"SVN","Slovenia","USDPPP","In 2022 constant prices at 2022 USD PPPs","2012","2012","USD","US Dollar","0","Units","2022","2022",41437,,
"SVN","Slovenia","USDPPP","In 2022 constant prices at 2022 USD PPPs","2013","2013","USD","US Dollar","0","Units","2022","2022",40760,,
"SVN","Slovenia","USDPPP","In 2022 constant prices at 2022 USD PPPs","2014","2014","USD","US Dollar","0","Units","2022","2022",41576,,
"SVN","Slovenia","USDPPP","In 2022 constant prices at 2022 USD PPPs","2015","2015","USD","US Dollar","0","Units","2022","2022",42482,,
"SVN","Slovenia","USDPPP","In 2022 constant prices at 2022 USD PPPs","2016","2016","USD","US Dollar","0","Units","2022","2022",44095,,
"SVN","Slovenia","USDPPP","In 2022 constant prices at 2022 USD PPPs","2017","2017","USD","US Dollar","0","Units","2022","2022",44894,,
"SVN","Slovenia","USDPPP","In 2022 constant prices at 2022 USD PPPs","2018","2018","USD","US Dollar","0","Units","2022","2022",45702,,
"SVN","Slovenia","USDPPP","In 2022 constant prices at 2022 USD PPPs","2019","2019","USD","US Dollar","0","Units","2022","2022",47050,,
"SVN","Slovenia","USDPPP","In 2022 constant prices at 2022 USD PPPs","2020","2020","USD","US Dollar","0","Units","2022","2022",48605,,
"SVN","Slovenia","USDPPP","In 2022 constant prices at 2022 USD PPPs","2021","2021","USD","US Dollar","0","Units","2022","2022",50466.6879441415,,
"SVN","Slovenia","USDPPP","In 2022 constant prices at 2022 USD PPPs","2022","2022","USD","US Dollar","0","Units","2022","2022",47203.6274349093,,
"EST","Estonia","USDPPP","In 2022 constant prices at 2022 USD PPPs","2000","2000","USD","US Dollar","0","Units","2022","2022",14253.9989610863,,
"EST","Estonia","USDPPP","In 2022 constant prices at 2022 USD PPPs","2001","2001","USD","US Dollar","0","Units","2022","2022",14756.028021818,,
"EST","Estonia","USDPPP","In 2022 constant prices at 2022 USD PPPs","2002","2002","USD","US Dollar","0","Units","2022","2022",15621.9883688403,,
"EST","Estonia","USDPPP","In 2022 constant prices at 2022 USD PPPs","2003","2003","USD","US Dollar","0","Units","2022","2022",17131.0628228728,,
"EST","Estonia","USDPPP","In 2022 constant prices at 2022 USD PPPs","2004","2004","USD","US Dollar","0","Units","2022","2022",18486.6409697089,,
"EST","Estonia","USDPPP","In 2022 constant prices at 2022 USD PPPs","2005","2005","USD","US Dollar","0","Units","2022","2022",19715.3330989997,,
"EST","Estonia","USDPPP","In 2022 constant prices at 2022 USD PPPs","2006","2006","USD","US Dollar","0","Units","2022","2022",21504,,
"EST","Estonia","USDPPP","In 2022 constant prices at 2022 USD PPPs","2007","2007","USD","US Dollar","0","Units","2022","2022",25012,,
"EST","Estonia","USDPPP","In 2022 constant prices at 2022 USD PPPs","2008","2008","USD","US Dollar","0","Units","2022","2022",25382,,
"EST","Estonia","USDPPP","In 2022 constant prices at 2022 USD PPPs","2009","2009","USD","US Dollar","0","Units","2022","2022",24704,,
"EST","Estonia","USDPPP","In 2022 constant prices at 2022 USD PPPs","2010","2010","USD","US Dollar","0","Units","2022","2022",24461,,
"EST","Estonia","USDPPP","In 2022 constant prices at 2022 USD PPPs","2011","2011","USD","US Dollar","0","Units","2022","2022",23907,,
"EST","Estonia","USDPPP","In 2022 constant prices at 2022 USD PPPs","2012","2012","USD","US Dollar","0","Units","2022","2022",24256,,
"EST","Estonia","USDPPP","In 2022 constant prices at 2022 USD PPPs","2013","2013","USD","US Dollar","0","Units","2022","2022",24859,,
"EST","Estonia","USDPPP","In 2022 constant prices at 2022 USD PPPs","2014","2014","USD","US Dollar","0","Units","2022","2022",26232,,
"EST","Estonia","USDPPP","In 2022 constant prices at 2022 USD PPPs","2015","2015","USD","US Dollar","0","Units","2022","2022",27434,,
"EST","Estonia","USDPPP","In 2022 constant prices at 2022 USD PPPs","2016","2016","USD","US Dollar","0","Units","2022","2022",28837,,
"EST","Estonia","USDPPP","In 2022 constant prices at 2022 USD PPPs","2017","2017","USD","US Dollar","0","Units","2022","2022",29500,,
"EST","Estonia","USDPPP","In 2022 constant prices at 2022 USD PPPs","2018","2018","USD","US Dollar","0","Units","2022","2022",31391,,
"EST","Estonia","USDPPP","In 2022 constant prices at 2022 USD PPPs","2019","2019","USD","US Dollar","0","Units","2022","2022",33006,,
"EST","Estonia","USDPPP","In 2022 constant prices at 2022 USD PPPs","2020","2020","USD","US Dollar","0","Units","2022","2022",35128,,
"EST","Estonia","USDPPP","In 2022 constant prices at 2022 USD PPPs","2021","2021","USD","US Dollar","0","Units","2022","2022",37317.8229724108,,
"EST","Estonia","USDPPP","In 2022 constant prices at 2022 USD PPPs","2022","2022","USD","US Dollar","0","Units","2022","2022",34704.5715238033,,
"OECD","OECD countries","USDPPP","In 2022 constant prices at 2022 USD PPPs","2000","2000","USD","US Dollar","0","Units","2022","2022",45489.4933493597,,
"OECD","OECD countries","USDPPP","In 2022 constant prices at 2022 USD PPPs","2001","2001","USD","US Dollar","0","Units","2022","2022",45984.7167448799,,
"OECD","OECD countries","USDPPP","In 2022 constant prices at 2022 USD PPPs","2002","2002","USD","US Dollar","0","Units","2022","2022",46124.7618588575,,
"OECD","OECD countries","USDPPP","In 2022 constant prices at 2022 USD PPPs","2003","2003","USD","US Dollar","0","Units","2022","2022",46513.0536953501,,
"OECD","OECD countries","USDPPP","In 2022 constant prices at 2022 USD PPPs","2004","2004","USD","US Dollar","0","Units","2022","2022",47165.3564536903,,
"OECD","OECD countries","USDPPP","In 2022 constant prices at 2022 USD PPPs","2005","2005","USD","US Dollar","0","Units","2022","2022",47448.8889271197,,
"OECD","OECD countries","USDPPP","In 2022 constant prices at 2022 USD PPPs","2006","2006","USD","US Dollar","0","Units","2022","2022",47905,,
"OECD","OECD countries","USDPPP","In 2022 constant prices at 2022 USD PPPs","2007","2007","USD","US Dollar","0","Units","2022","2022",48521,,
"OECD","OECD countries","USDPPP","In 2022 constant prices at 2022 USD PPPs","2008","2008","USD","US Dollar","0","Units","2022","2022",48466,,
"OECD","OECD countries","USDPPP","In 2022 constant prices at 2022 USD PPPs","2009","2009","USD","US Dollar","0","Units","2022","2022",48764,,
"OECD","OECD countries","USDPPP","In 2022 constant prices at 2022 USD PPPs","2010","2010","USD","US Dollar","0","Units","2022","2022",48881,,
"OECD","OECD countries","USDPPP","In 2022 constant prices at 2022 USD PPPs","2011","2011","USD","US Dollar","0","Units","2022","2022",49011,,
"OECD","OECD countries","USDPPP","In 2022 constant prices at 2022 USD PPPs","2012","2012","USD","US Dollar","0","Units","2022","2022",49003,,
"OECD","OECD countries","USDPPP","In 2022 constant prices at 2022 USD PPPs","2013","2013","USD","US Dollar","0","Units","2022","2022",49137,,
"OECD","OECD countries","USDPPP","In 2022 constant prices at 2022 USD PPPs","2014","2014","USD","US Dollar","0","Units","2022","2022",49509,,
"OECD","OECD countries","USDPPP","In 2022 constant prices at 2022 USD PPPs","2015","2015","USD","US Dollar","0","Units","2022","2022",50336,,
"OECD","OECD countries","USDPPP","In 2022 constant prices at 2022 USD PPPs","2016","2016","USD","US Dollar","0","Units","2022","2022",50781,,
"OECD","OECD countries","USDPPP","In 2022 constant prices at 2022 USD PPPs","2017","2017","USD","US Dollar","0","Units","2022","2022",51154,,
"OECD","OECD countries","USDPPP","In 2022 constant prices at 2022 USD PPPs","2018","2018","USD","US Dollar","0","Units","2022","2022",51768,,
"OECD","OECD countries","USDPPP","In 2022 constant prices at 2022 USD PPPs","2019","2019","USD","US Dollar","0","Units","2022","2022",52654,,
"OECD","OECD countries","USDPPP","In 2022 constant prices at 2022 USD PPPs","2020","2020","USD","US Dollar","0","Units","2022","2022",53448,,
"OECD","OECD countries","USDPPP","In 2022 constant prices at 2022 USD PPPs","2021","2021","USD","US Dollar","0","Units","2022","2022",54257.5955364606,,
"OECD","OECD countries","USDPPP","In 2022 constant prices at 2022 USD PPPs","2022","2022","USD","US Dollar","0","Units","2022","2022",53415.8435243834,,
"ISL","Iceland","CPNCU","Current prices in NCU","2000","2000","ISK","Iceland Krona","0","Units",,,3472001.13584627,,
"ISL","Iceland","CPNCU","Current prices in NCU","2001","2001","ISK","Iceland Krona","0","Units",,,3721196.93808042,,
"ISL","Iceland","CPNCU","Current prices in NCU","2002","2002","ISK","Iceland Krona","0","Units",,,4036135.89111304,,
"ISL","Iceland","CPNCU","Current prices in NCU","2003","2003","ISK","Iceland Krona","0","Units",,,3975951.15720374,,
"ISL","Iceland","CPNCU","Current prices in NCU","2004","2004","ISK","Iceland Krona","0","Units",,,4360069.66216717,,
"ISL","Iceland","CPNCU","Current prices in NCU","2005","2005","ISK","Iceland Krona","0","Units",,,4759887,,
"ISL","Iceland","CPNCU","Current prices in NCU","2006","2006","ISK","Iceland Krona","0","Units",,,5374709,,
"ISL","Iceland","CPNCU","Current prices in NCU","2007","2007","ISK","Iceland Krona","0","Units",,,5798875,,
"ISL","Iceland","CPNCU","Current prices in NCU","2008","2008","ISK","Iceland Krona","0","Units",,,5882412,,
"ISL","Iceland","CPNCU","Current prices in NCU","2009","2009","ISK","Iceland Krona","0","Units",,,5764970,,
"ISL","Iceland","CPNCU","Current prices in NCU","2010","2010","ISK","Iceland Krona","0","Units",,,6163957,,
"ISL","Iceland","CPNCU","Current prices in NCU","2011","2011","ISK","Iceland Krona","0","Units",,,6660968,,
"ISL","Iceland","CPNCU","Current prices in NCU","2012","2012","ISK","Iceland Krona","0","Units",,,7013811,,
"ISL","Iceland","CPNCU","Current prices in NCU","2013","2013","ISK","Iceland Krona","0","Units",,,7383768,,
"ISL","Iceland","CPNCU","Current prices in NCU","2014","2014","ISK","Iceland Krona","0","Units",,,7677867,,
"ISL","Iceland","CPNCU","Current prices in NCU","2015","2015","ISK","Iceland Krona","0","Units",,,8246070,,
"ISL","Iceland","CPNCU","Current prices in NCU","2016","2016","ISK","Iceland Krona","0","Units",,,9266481,,
"ISL","Iceland","CPNCU","Current prices in NCU","2017","2017","ISK","Iceland Krona","0","Units",,,10053069,,
"ISL","Iceland","CPNCU","Current prices in NCU","2018","2018","ISK","Iceland Krona","0","Units",,,10939331,,
"ISL","Iceland","CPNCU","Current prices in NCU","2019","2019","ISK","Iceland Krona","0","Units",,,10979069,,
"ISL","Iceland","CPNCU","Current prices in NCU","2020","2020","ISK","Iceland Krona","0","Units",,,10651196,,
"ISL","Iceland","CPNCU","Current prices in NCU","2021","2021","ISK","Iceland Krona","0","Units",,,11524362.3490969,,
"ISL","Iceland","CPNCU","Current prices in NCU","2022","2022","ISK","Iceland Krona","0","Units",,,13153719.823704,,
"ISL","Iceland","CNPNCU","2022 constant prices and NCU","2000","2000","ISK","Iceland Krona","0","Units","2022","2022",9435437.07607371,,
"ISL","Iceland","CNPNCU","2022 constant prices and NCU","2001","2001","ISK","Iceland Krona","0","Units","2022","2022",9363175.79848392,,
"ISL","Iceland","CNPNCU","2022 constant prices and NCU","2002","2002","ISK","Iceland Krona","0","Units","2022","2022",9632262.04957012,,
"ISL","Iceland","CNPNCU","2022 constant prices and NCU","2003","2003","ISK","Iceland Krona","0","Units","2022","2022",9387641.48059654,,
"ISL","Iceland","CNPNCU","2022 constant prices and NCU","2004","2004","ISK","Iceland Krona","0","Units","2022","2022",9954561.49685375,,
"ISL","Iceland","CNPNCU","2022 constant prices and NCU","2005","2005","ISK","Iceland Krona","0","Units","2022","2022",10726681,,
"ISL","Iceland","CNPNCU","2022 constant prices and NCU","2006","2006","ISK","Iceland Krona","0","Units","2022","2022",11290970,,
"ISL","Iceland","CNPNCU","2022 constant prices and NCU","2007","2007","ISK","Iceland Krona","0","Units","2022","2022",11630027,,
"ISL","Iceland","CNPNCU","2022 constant prices and NCU","2008","2008","ISK","Iceland Krona","0","Units","2022","2022",10309941,,
"ISL","Iceland","CNPNCU","2022 constant prices and NCU","2009","2009","ISK","Iceland Krona","0","Units","2022","2022",8721470,,
"ISL","Iceland","CNPNCU","2022 constant prices and NCU","2010","2010","ISK","Iceland Krona","0","Units","2022","2022",8981984,,
"ISL","Iceland","CNPNCU","2022 constant prices and NCU","2011","2011","ISK","Iceland Krona","0","Units","2022","2022",9363000,,
"ISL","Iceland","CNPNCU","2022 constant prices and NCU","2012","2012","ISK","Iceland Krona","0","Units","2022","2022",9314501,,
"ISL","Iceland","CNPNCU","2022 constant prices and NCU","2013","2013","ISK","Iceland Krona","0","Units","2022","2022",9456441,,
"ISL","Iceland","CNPNCU","2022 constant prices and NCU","2014","2014","ISK","Iceland Krona","0","Units","2022","2022",9590695,,
"ISL","Iceland","CNPNCU","2022 constant prices and NCU","2015","2015","ISK","Iceland Krona","0","Units","2022","2022",10224734,,
"ISL","Iceland","CNPNCU","2022 constant prices and NCU","2016","2016","ISK","Iceland Krona","0","Units","2022","2022",11375859,,
"ISL","Iceland","CNPNCU","2022 constant prices and NCU","2017","2017","ISK","Iceland Krona","0","Units","2022","2022",12460856,,
"ISL","Iceland","CNPNCU","2022 constant prices and NCU","2018","2018","ISK","Iceland Krona","0","Units","2022","2022",13154093,,
"ISL","Iceland","CNPNCU","2022 constant prices and NCU","2019","2019","ISK","Iceland Krona","0","Units","2022","2022",12652289,,
"ISL","Iceland","CNPNCU","2022 constant prices and NCU","2020","2020","ISK","Iceland Krona","0","Units","2022","2022",11865019,,
"ISL","Iceland","CNPNCU","2022 constant prices and NCU","2021","2021","ISK","Iceland Krona","0","Units","2022","2022",12356149,,
"ISL","Iceland","CNPNCU","2022 constant prices and NCU","2022","2022","ISK","Iceland Krona","0","Units","2022","2022",13153719.823704,,
"ISL","Iceland","USDPPP","In 2022 constant prices at 2022 USD PPPs","2000","2000","USD","US Dollar","0","Units","2022","2022",57007.8951731124,,
"ISL","Iceland","USDPPP","In 2022 constant prices at 2022 USD PPPs","2001","2001","USD","US Dollar","0","Units","2022","2022",56571.300312196,,
"ISL","Iceland","USDPPP","In 2022 constant prices at 2022 USD PPPs","2002","2002","USD","US Dollar","0","Units","2022","2022",58197.0904765274,,
"ISL","Iceland","USDPPP","In 2022 constant prices at 2022 USD PPPs","2003","2003","USD","US Dollar","0","Units","2022","2022",56719.1193300083,,
"ISL","Iceland","USDPPP","In 2022 constant prices at 2022 USD PPPs","2004","2004","USD","US Dollar","0","Units","2022","2022",60144.3890443583,,
"ISL","Iceland","USDPPP","In 2022 constant prices at 2022 USD PPPs","2005","2005","USD","US Dollar","0","Units","2022","2022",64809.4549396639,,
"ISL","Iceland","USDPPP","In 2022 constant prices at 2022 USD PPPs","2006","2006","USD","US Dollar","0","Units","2022","2022",68219,,
"ISL","Iceland","USDPPP","In 2022 constant prices at 2022 USD PPPs","2007","2007","USD","US Dollar","0","Units","2022","2022",70267,,
"ISL","Iceland","USDPPP","In 2022 constant prices at 2022 USD PPPs","2008","2008","USD","US Dollar","0","Units","2022","2022",62292,,
"ISL","Iceland","USDPPP","In 2022 constant prices at 2022 USD PPPs","2009","2009","USD","US Dollar","0","Units","2022","2022",52694,,
"ISL","Iceland","USDPPP","In 2022 constant prices at 2022 USD PPPs","2010","2010","USD","US Dollar","0","Units","2022","2022",54268,,
"ISL","Iceland","USDPPP","In 2022 constant prices at 2022 USD PPPs","2011","2011","USD","US Dollar","0","Units","2022","2022",56570,,
"ISL","Iceland","USDPPP","In 2022 constant prices at 2022 USD PPPs","2012","2012","USD","US Dollar","0","Units","2022","2022",56277,,
"ISL","Iceland","USDPPP","In 2022 constant prices at 2022 USD PPPs","2013","2013","USD","US Dollar","0","Units","2022","2022",57135,,
"ISL","Iceland","USDPPP","In 2022 constant prices at 2022 USD PPPs","2014","2014","USD","US Dollar","0","Units","2022","2022",57946,,
"ISL","Iceland","USDPPP","In 2022 constant prices at 2022 USD PPPs","2015","2015","USD","US Dollar","0","Units","2022","2022",61777,,
"ISL","Iceland","USDPPP","In 2022 constant prices at 2022 USD PPPs","2016","2016","USD","US Dollar","0","Units","2022","2022",68732,,
"ISL","Iceland","USDPPP","In 2022 constant prices at 2022 USD PPPs","2017","2017","USD","US Dollar","0","Units","2022","2022",75287,,
"ISL","Iceland","USDPPP","In 2022 constant prices at 2022 USD PPPs","2018","2018","USD","US Dollar","0","Units","2022","2022",79476,,
"ISL","Iceland","USDPPP","In 2022 constant prices at 2022 USD PPPs","2019","2019","USD","US Dollar","0","Units","2022","2022",76444,,
"ISL","Iceland","USDPPP","In 2022 constant prices at 2022 USD PPPs","2020","2020","USD","US Dollar","0","Units","2022","2022",71687,,
"ISL","Iceland","USDPPP","In 2022 constant prices at 2022 USD PPPs","2021","2021","USD","US Dollar","0","Units","2022","2022",74654.5195183111,,
"ISL","Iceland","USDPPP","In 2022 constant prices at 2022 USD PPPs","2022","2022","USD","US Dollar","0","Units","2022","2022",79473.3592943684,,
"NZL","New Zealand","CPNCU","Current prices in NCU","2000","2000","NZD","New Zealand Dollar","0","Units",,,38144.5569337542,,
"NZL","New Zealand","CPNCU","Current prices in NCU","2001","2001","NZD","New Zealand Dollar","0","Units",,,39669.7919740929,,
"NZL","New Zealand","CPNCU","Current prices in NCU","2002","2002","NZD","New Zealand Dollar","0","Units",,,41227.4729785209,,
"NZL","New Zealand","CPNCU","Current prices in NCU","2003","2003","NZD","New Zealand Dollar","0","Units",,,42961.392378729,,
"NZL","New Zealand","CPNCU","Current prices in NCU","2004","2004","NZD","New Zealand Dollar","0","Units",,,45051.4427853477,,
